workload,num_chiplets,link_bw,best_strategy,speedup,efficiency,compute_fraction,interconnect_fraction
bert_qk_seq512,4,16,split_mn,1.5188059701492538,0.37970149253731345,0.37970149253731345,0.6202985074626866
bert_qk_seq512,4,32,split_mn,2.187446259673259,0.5468615649183147,0.5468615649183147,0.4531384350816853
bert_qk_seq512,4,64,split_mn,2.804851157662624,0.701212789415656,0.701212789415656,0.298787210584344
bert_qk_seq512,4,128,split_mn,3.2657252888318355,0.8164313222079589,0.8164313222079589,0.1835686777920411
bert_qk_seq512,4,256,split_mn,3.558041958041958,0.8895104895104895,0.8895104895104895,0.1104895104895105
bert_qk_seq512,4,512,split_mn,3.724743777452416,0.931185944363104,0.931185944363104,0.06881405563689602
bert_qk_seq512,4,1024,split_mn,3.814092953523238,0.9535232383808095,0.9535232383808095,0.046476761619190454
bert_qk_seq512,4,2048,split_mn,3.860394537177542,0.9650986342943855,0.9650986342943855,0.03490136570561453
bert_qk_seq512,8,1,split_mn,0.15199856605126366,0.018999820756407958,0.018999820756407958,0.9810001792435921
bert_qk_seq512,8,2,split_mn,0.2977179637214745,0.037214745465184315,0.037214745465184315,0.9627852545348157
bert_qk_seq512,8,4,split_mn,0.571813890761969,0.07147673634524612,0.07147673634524612,0.9285232636547539
bert_qk_seq512,8,8,split_mn,1.0595585172844648,0.1324448146605581,0.1324448146605581,0.8675551853394419
bert_qk_seq512,8,16,split_mn,1.8474945533769063,0.23093681917211328,0.23093681917211328,0.7690631808278867
bert_qk_seq512,8,32,split_mn,2.9410404624277455,0.3676300578034682,0.3676300578034682,0.6323699421965319
bert_qk_seq512,8,64,split_mn,4.177339901477833,0.5221674876847291,0.5221674876847291,0.4778325123152709
bert_qk_seq512,8,128,split_mn,5.288981288981289,0.6611226611226612,0.6611226611226612,0.33887733887733884
bert_qk_seq512,8,256,split_mn,6.100719424460432,0.762589928057554,0.762589928057554,0.237410071942446
bert_qk_seq512,8,512,split_mn,6.607792207792208,0.825974025974026,0.825974025974026,0.17402597402597397
bert_qk_seq512,8,1024,split_mn,6.894308943089431,0.8617886178861789,0.8617886178861789,0.1382113821138211
bert_qk_seq512,8,2048,split_mn,7.0470914127423825,0.8808864265927978,0.8808864265927978,0.11911357340720219
bert_av_seq512,2,1,split_m,0.04567816571752288,0.02283908285876144,0.02283908285876144,0.9771609171412385
bert_av_seq512,2,2,split_m,0.08930341008452346,0.04465170504226173,0.04465170504226173,0.9553482949577383
bert_av_seq512,2,4,split_m,0.17092491353341516,0.08546245676670758,0.08546245676670758,0.9145375432332924
bert_av_seq512,2,8,split_m,0.3147729607561126,0.1573864803780563,0.1573864803780563,0.8426135196219438
bert_av_seq512,2,16,split_m,0.5434551259311813,0.27172756296559064,0.27172756296559064,0.7282724370344094
bert_av_seq512,2,32,split_m,0.8534818941504179,0.42674094707520893,0.42674094707520893,0.5732590529247911
bert_av_seq512,2,64,split_m,1.1940763834762276,0.5970381917381138,0.5970381917381138,0.4029618082618862
bert_av_seq512,2,128,split_m,1.4917234664070107,0.7458617332035054,0.7458617332035054,0.25413826679649465
bert_av_seq512,2,256,split_m,1.704115684093437,0.8520578420467185,0.8520578420467185,0.14794215795328147
bert_av_seq512,2,512,split_m,1.8347305389221558,0.9173652694610779,0.9173652694610779,0.08263473053892212
